id,name,tags,ingredients,ingredients_quantity,processed_ingredients
1681,Burger di patate,"['Vegano', 'Piatto pronto', 'Secondo']","Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Sale marino fino iodato, Olio extra vergine di oliva, Formaggio grattugiato fresco, Pane grattugiato, Cipolla tritata, Patate cubettate","0.2unit, 2gr, 5ml, 5gr, 10gr, 20gr, 120gr","uova all'aperto ogm, , sale, olio oliva, formaggio, pane, cipolla, te"
1649,Caesar's salad,"['Carne', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Limone da spremere (1 limone contiene circa 40ml di succo), Olio extra vergine di oliva, Insalata milano tagliata, Olive nere rondelle, Emmenthal Bavarese cubettato, Prosciutto cotto cubettato, Fagiolini surgelati, Petto di pollo grigliato julienne","1gr, 1ml, 2ml, 5gr, 5gr, 15gr, 15gr, 30gr, 80gr","sale, limone limone, olio oliva, , olive nere, emmenthal bavarese, prosciutto cotto, fagiolini, petto pollo"
1040,Caponata alla siciliana,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Pomodori datterini rondelle, Salsa di pomodoro artigianale pronta, Zucchero semolato bianco, Sale marino fino iodato, Olio extra vergine di oliva, Capperi e olive taggiasche, Basilico Italia, Aceto di mele, Pinoli, Sedano tagliato, Cipolla affettata, Melanzane cubettate","20gr, 20gr, 2gr, 2gr, 10ml, 15gr, 1gr, 2ml, 5gr, 10gr, 20gr, 120gr","pomodori, salsa pomodoro pronta, zucchero, sale, olio oliva, capperi olive, basilico, aceto mele, pinoli, sedano, cipolla, melanzane"
1295,Caprese (nido),"['Vegetariano', 'Piatto pronto', 'Secondo', 'Antipasto']","Origano essiccato, Basilico Italia, Sale marino fino iodato, Olio extra vergine di oliva, Pomodoro grappolo affettato, Mozzarella fiordilatte","0.5gr, 1gr, 1gr, 2ml, 40gr, 0.5unit","origano, basilico, sale, olio oliva, pomodoro grappolo, mozzarella fiordilatte"
1466,Carote al vapore,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Contorno']","Sale marino fino iodato, Carote rondelle surgelate","1gr, 165gr","sale, carote surgelate"
1667,Carote e fagiolini,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Contorno']","Olio extra vergine di oliva, Fagiolini surgelati, Sale marino fino iodato, Carote rondelle surgelate","2ml, 85gr, 1gr, 75gr","olio oliva, fagiolini, sale, carote surgelate"
1573,Carote e piselli,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Sale marino fino iodato, Cipolla tritata, Olio extra vergine di oliva, Piselli cotti, Carote rondelle surgelate","1gr, 2gr, 2ml, 80gr, 80gr","sale, cipolla, olio oliva, piselli, carote surgelate"
1487,Carpaccio di primo sale,"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Pepe nero macinato, Sale marino fino iodato, Olio extra vergine di oliva, Primosale a fette","0.05gr, 0.5gr, 2ml, 100gr","pepe, sale, olio oliva, primosale"
1664,Carpaccio di spada,"['Pesce', 'Piatto pronto', 'Secondo']","Pepe nero macinato, Prezzemolo Italia, Sale marino fino iodato, Limone da spremere (1 limone contiene circa 40ml di succo), Olio extra vergine di oliva, Filone di spada gelo s/p","0.1gr, 0.5gr, 2gr, 5ml, 5ml, 100gr","pepe, prezzemolo, sale, limone limone, olio oliva, filone spada gelo sp"
1535,Carpaccio di zucchine con scaglie parmigiano reggiano e menta,"['Vegetariano', 'Piatto pronto', 'Secondo']","Olio extra vergine di oliva, Pepe nero macinato, Menta, Scaglie di formaggio stagionato, Zucchine a fette per carpaccio","4ml, 0.001gr, 1gr, 40gr, 80gr","olio oliva, pepe, menta, formaggio, zucchine carpaccio"
1538,Casarecce alla sorrentina,"['Vegetariano', 'Piatto pronto', 'Primo']","Mozzarella julienne, Basilico Italia, Salsa di pomodoro artigianale pronta, Pasta corta","30gr, 0.5gr, 100gr, 90gr","mozzarella, basilico, salsa pomodoro pronta, pasta corta"
1526,Cavolfiori e pancetta,"['Piatto pronto', 'Contorno']","Bacon, Formaggio grattugiato fresco, Pepe nero macinato, Burro, Cavolfiori","5gr, 2gr, 0.001gr, 2gr, 165gr","bacon, formaggio, pepe, burro, cavolfiori"
1473,Cavolfiori trifolati,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Contorno']","Prezzemolo Italia, Aglio tritato, Sale marino fino iodato, Olio extra vergine di oliva, Rosette cavolfiori surgelati","0.4gr, 0.5gr, 1.5gr, 3ml, 160gr","prezzemolo, aglio, sale, olio oliva, cavolfiori"
1694,Cestino vegetariano,"['Vegetariano', 'Piatto pronto', 'Secondo']","Basilico Italia, Sale marino fino iodato, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Mozzarella julienne, Fantasia mediterranea bonduelle, Pasta sfoglia decongelata cruda","0.5gr, 2gr, 0.2unit, 10gr, 80gr, 100gr","basilico, sale, uova all'aperto ogm, , mozzarella, fantasia mediterranea bonduelle, pasta sfoglia cruda"
1633,Coste con pomodori freschi,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Sale marino fino iodato, Olio extra vergine di oliva, Cipolla tritata, Pomodori ciliegini tagliati, Coste surgelate","1gr, 2ml, 2gr, 30gr, 160gr","sale, olio oliva, cipolla, pomodori ciliegini tagliati, coste surgelate"
1020,Cotechino con lenticchie,"['Carne', 'Piatto pronto', 'Secondo']","Alloro, Rosmarino fresco, Sale marino fino iodato, Olio extra vergine di oliva, Trito per soffritto, Lenticchie lesse, cotechino cotto","1gr, 1gr, 1.2gr, 5ml, 10gr, 100gr, 70gr","alloro, rosmarino, sale, olio oliva, trito soffritto, lenticchie lesse, cotechino cotto"
1488,Cotoletta di pesce,"['Pesce', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Olio di semi di girasole, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Pane grattugiato, filetto di nasello","2gr, 5ml, 0.25unit, 40gr, 140gr","sale, olio semi girasole, uova all'aperto ogm, , pane, filetto nasello"
12,Cotoletta di pollo  alla milanese fatta da noi!,"['Carne', 'Piatto pronto', 'Schiscetta', 'Secondo']","Filetto di pollo per cotoletta, Sale marino fino iodato, Olio di semi di girasole, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Pane grattugiato","140gr, 2gr, 5ml, 0.25unit, 40gr","filetto pollo cotoletta, sale, olio semi girasole, uova all'aperto ogm, , pane"
1546,Cous cous vegetariano,"['Vegano', 'Vegetariano', 'Secondo']","Sale marino  grosso iodato, Sale marino fino iodato, Basilico Italia, Cipolla tritata, Olio extra vergine di oliva, Verdure cubettate per cous cous, CousCous","1gr, 2gr, 2gr, 5gr, 8ml, 130gr, 80gr","sale, sale, basilico, cipolla, olio oliva, verdure cous cous, couscous"
1269,Cous cous vegetariano (nido),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo', 'Secondo']","Sale marino  grosso iodato, Sale marino fino iodato, Basilico Italia, Cipolla tritata, Olio extra vergine di oliva, Verdure cubettate per cous cous, CousCous","1gr, 1gr, 1gr, 1gr, 4ml, 60gr, 30gr","sale, sale, basilico, cipolla, olio oliva, verdure cous cous, couscous"
1668,Crema di carote,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo']","Sale marino fino iodato, Olio extra vergine di oliva, Cipolla tritata, acqua, Carote cubettate","3gr, 4ml, 5gr, 0.15L, 200gr","sale, olio oliva, cipolla, acqua, carote"
1671,Crepes zucchine e crescenza,"['Vegetariano', 'Piatto pronto', 'Secondo']","Stracchino alta qualità, Sale marino fino iodato, Zucchine cubettate, Burro, Farina ""00"", Latte Uht parzialmente scremato, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","60gr, 2gr, 60gr, 5gr, 30gr, 30ml, 1unit","stracchino alta qualità, sale, zucchine, burro, farina, latte, uova all'aperto ogm, "
1469,Crocchette di melanzane (circa 160g),"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Olio di semi di girasole, Aglio tritato, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Pane grattugiato, Mozzarella julienne, Patate cubettate small, Melanzane cubettate","2gr, 8ml, 0.2gr, 0.25unit, 10gr, 10gr, 40gr, 180gr","sale, olio semi girasole, aglio, uova all'aperto ogm, , pane, mozzarella, te, melanzane"
1537,Crocchette di patate,"['Vegetariano', 'Piatto pronto', 'Contorno']","crocchette di patate, Olio di semi di girasole","160gr, 5ml","crocchette te, olio semi girasole"
1645,Cubettata di carote e zucchine,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Basilico Italia, Sale marino fino iodato, Olio extra vergine di oliva, Cipolla tritata, Carote e zucchine cubettate","0.5gr, 1gr, 2ml, 2gr, 200gr","basilico, sale, olio oliva, cipolla, carote zucchine"
1627,Cupola vegetariana con verdure e mozzarella,"['Vegetariano', 'Piatto pronto', 'Secondo']","Olio extra vergine di oliva, Sale marino fino iodato, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Formaggio grattugiato fresco, Mozzarella julienne, Verdure miste in proporzioni variabili","2ml, 1gr, 0.25unit, 5gr, 20gr, 150gr","olio oliva, sale, uova all'aperto ogm, , formaggio, mozzarella, verdure miste proporzioni variabili"
1307,Dadolata di verdure (nido),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Basilico Italia, Cipolla tritata, Olio extra vergine di oliva, Verdure per dadolata di verdure","1gr, 1.5gr, 2ml, 70gr","basilico, cipolla, olio oliva, verdure verdure"
1675,erbette fresche con datterini,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Sale marino fino iodato, Aglio tritato, Olio extra vergine di oliva, Pomodori datterini rondelle, Erbette verdi fresche mondate","1gr, 0.5gr, 2ml, 30gr, 150gr","sale, aglio, olio oliva, pomodori, erbette verdi"
1320,Erbette fresche gratinate (nido),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Formaggio Grattugiato Fresco, Sale marino fino iodato, Olio extra vergine di oliva, Erbette verdi fresche mondate","2.5gr, 1gr, 1.5ml, 75gr","formaggio, sale, olio oliva, erbette verdi"
1316,Erbette fresche saltate (nido),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Sale marino fino iodato, Olio extra vergine di oliva, Erbette verdi fresche mondate","1gr, 1.5ml, 75gr","sale, olio oliva, erbette verdi"
1599,Fagiolini alla rivierasca,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Prezzemolo Italia, Olio extra vergine di oliva, Aglio tritato, Olive taggiasche, Pomodori ciliegini rondelle, Fagiolini surgelati","0.5gr, 2ml, 0.5gr, 5gr, 40gr, 100gr","prezzemolo, olio oliva, aglio, olive, pomodori ciliegini, fagiolini"
1517,Fagiolini al vapore,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Sale marino fino iodato, Fagiolini surgelati","5gr, 100gr","sale, fagiolini"
1475,Fagiolini al vapore (circa 150g),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Contorno']","Sale marino fino iodato, Fagiolini surgelati","1gr, 170gr","sale, fagiolini"
1310,fagiolini al vapore (nido),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Contorno']","Olio extra vergine di oliva, Sale marino  grosso iodato, Fagiolini freschi mondati e lavati","1ml, 5gr, 50gr","olio oliva, sale, fagiolini"
1685,fagiolini con cipolla rossa e olive taggiasche,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Olive taggiasche, Cipolla  rossa affettata, Fagiolini surgelati","5gr, 20gr, 130gr","olive, cipolla, fagiolini"
1496,fagiolini pomodoro e basilico  (circa 150g),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Contorno']","Sale marino fino iodato, Basilico Italia, Salsa di pomodoro artigianale pronta, Fagiolini surgelati","0.5gr, 0.5gr, 30gr, 130gr","sale, basilico, salsa pomodoro pronta, fagiolini"
1482,Fagotto di carne zucchine e scamorza (circa 180g),"['Carne', 'Piatto pronto', 'Schiscetta', 'Secondo']","Olio extra vergine di oliva, Gratinatura, Zucchine a fette per carpaccio, Provola affumicata cubettata, Fettine di lonza","3ml, 30gr, 20gr, 25gr, 120gr","olio oliva, gratinatura, zucchine carpaccio, provola, lonza"
1460,Farfalle carciofi e olive,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo']","Aglio a fette, Prezzemolo Italia, Sale marino fino iodato, Olio extra vergine di oliva, Olive nere rondelle, Carciofi a spicchi surgelati, Salsa di pomodoro artigianale pronta, Pasta corta","1gr, 0.30000000000000004gr, 1.5gr, 5ml, 6gr, 50gr, 80gr, 80gr","aglio, prezzemolo, sale, olio oliva, olive nere, carciofi spicchi, salsa pomodoro pronta, pasta corta"
1442,Farfalle pomodori freschi e pesto (circa 300g),"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Primo']","Sale marino fino iodato, Pesto artigianale, Cipolla tritata, Olio extra vergine di oliva, Pomodori ciliegini rondelle, Farfalle","1gr, 10gr, 5gr, 2ml, 80gr, 100gr","sale, pesto, cipolla, olio oliva, pomodori ciliegini, farfalle"
1710,Farinata di ceci con zucchine e basilico,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Secondo']","Basilico Italia, Sale marino fino iodato, Olio extra vergine di oliva, Aglio tritato, acqua, Zucchine cubettate, farina di ceci","0.5gr, 2gr, 2ml, 0.5gr, 0.04L, 50gr, 80gr","basilico, sale, olio oliva, aglio, acqua, zucchine, farina ceci"
1565,Farro tonno e verdure croccanti,"['Piatto pronto', 'Primo']","Basilico Italia, Sale marino fino iodato, Olio extra vergine di oliva, Tonno in olio di semi di girasole, Carote e zucchine cubettate, Farro perlato cotto","0.5gr, 1gr, 2ml, 30gr, 80gr, 150gr","basilico, sale, olio oliva, tonno olio semi girasole, carote zucchine, farro cotto"
1548,Fettina di lonza alla piastra,"['Carne', 'Piatto pronto', 'Secondo']","Rosmarino fresco, Sale marino fino iodato, Olio extra vergine di oliva, Fettine di lonza XL","0.5gr, 1gr, 3ml, 150gr","rosmarino, sale, olio oliva, lonza xl"
1713,fettina di vitellone peperoni e capperi,"['Carne', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Peperoni cubettati, Aglio tritato, Capperi 11/13 sale, Vino bianco, Salsa di pomodoro artigianale pronta, Noce bovino adulto fette","1gr, 25gr, 0.5gr, 5gr, 5ml, 40gr, 100gr","sale, peperoni cubettati, aglio, capperi sale, vino, salsa pomodoro pronta, noce bovino"
1712,Fettine di lombata con germogli di soia ciliegini e salsa di soia,"['Carne', 'Piatto pronto', 'Secondo']","Salsa di soia, Olio extra vergine di oliva, Germogli di soia, Pomodori ciliegini rondelle, Lonza suino nazionale cotta al vapore","2ml, 5ml, 10gr, 30gr, 100gr","salsa soia, olio oliva, germogli soia, pomodori ciliegini, lonza suino nazionale cotta vapore"
1523,Fettine di pollo cotta al vapore con rucola e scaglie grana,"['Carne', 'Piatto pronto', 'Secondo']","Petti di pollo, Sale marino fino iodato, Olio extra vergine di oliva, Rucola, Scaglie di formaggio stagionato","180gr, 0.5gr, 5ml, 5gr, 30gr","pollo, sale, olio oliva, rucola, formaggio"
1682,Fettine di pollo cotta al vapore con salsa di avocado,"['Carne', 'Piatto pronto', 'Secondo']","salsa di avocado, Petti di pollo","40gr, 180gr","salsa avocado, pollo"
1574,Filetti di melanzane alla maggiorana,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Maggiorana, Sale marino fino iodato, Olio extra vergine di oliva, Melanzane","0.5gr, 2gr, 5ml, 300gr","maggiorana, sale, olio oliva, melanzane"
1676,filetti di peperoni saltati in padella,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Contorno']","Prezzemolo Italia, Sale marino fino iodato, Olio extra vergine di oliva, Peperoni tagliati a filetti","0.5gr, 1gr, 2ml, 190gr","prezzemolo, sale, olio oliva, peperoni tagliati filetti"
1033,Filetto di cuore di merluzzo impanato,"['Pesce', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Olio di semi di girasole, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Pane grattugiato, Filetti di cuore di merluzzo nordico","2gr, 5ml, 0.25unit, 40gr, 120gr","sale, olio semi girasole, uova all'aperto ogm, , pane, filetti merluzzo nordico"
1306,Filetto di cuore di merluzzo impanato (nido),"['Pesce', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Pane grattugiato, Filetti di cuore di merluzzo nordico","1gr, 1ml, 20gr, 60gr","sale, olio oliva, pane, filetti merluzzo nordico"
1639,Filetto di pesce alla mugnaia,"['Pesce', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Salvia fresca, Farina ""00"", Burro, filetto di nasello","1gr, 1gr, 3gr, 5gr, 200gr","sale, salvia, farina, burro, filetto nasello"
1673,Filetto di pesce in crosta di patate,"['Pesce', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Patate julienne, filetto di nasello","2gr, 3ml, 35gr, 150gr","sale, olio oliva, te, filetto nasello"
1298,Filetto di pesce persico agli aromi (nido),"['Pesce', 'Secondo']","Maggiorana, Timo fresco, Sale marino fino iodato, Olio extra vergine di oliva, filetto di pesce persico","0.30000000000000004gr, 0.30000000000000004gr, 1gr, 1ml, 60gr","maggiorana, timo, sale, olio oliva, filetto pesce persico"
1253,Filetto di pesce persico al forno (110/120 gr circa),"['Pesce', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, filetto di pesce persico","1gr, 2ml, 150gr","sale, olio oliva, filetto pesce persico"
1434,Filetto di pollo ai ferri (100 gr circa),"['Carne', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Filetto di pollo","1.5gr, 5ml, 120gr","sale, olio oliva, filetto pollo"
1659,Filetto di pollo grigliato con salsa BBQ e erba cipollina,"['Carne', 'Piatto pronto', 'Secondo']","Olio extra vergine di oliva, Erba cipollina, Salsa bbq, Filetto di pollo","3ml, 0.5gr, 10gr, 150gr","olio oliva, erba cipollina, salsa bbq, filetto pollo"
1002,Fiore di zucca ripieno,"['Natale e Kit regalo', 'Piatto pronto', 'Antipasto']","Olio di semi di girasole, Pane grattugiato, Formaggio grattugiato fresco, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, Acciughe in olio di girasole, Ricotta vaccina granarolo, fiori di zucca","2ml, 15gr, 0.72gr, 0.125unit, 1.6gr, 30gr, 1unit","olio semi girasole, pane, formaggio, uova all'aperto ogm, , acciughe olio girasole, ricotta, fiori zucca"
1299,Formaggio primosale (nido),"['Piatto pronto', 'Salumi e Formaggi', 'Secondo']",Primosale a fette,50gr,primosale
1644,Frittata agli spinaci,"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Parmigiano Reggiano, Olio di semi di girasole, Spinaci surgelati, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1gr, 5gr, 2ml, 50gr, 2unit","sale, parmigiano reggiano, olio semi girasole, spinaci, uova all'aperto ogm, "
1292,Frittata alle zucchine ( nido),"['Piatto da preparare', 'Vegetariano', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Formaggio grattugiato fresco, Zucchine cubettate, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1gr, 1.5ml, 2.5gr, 30gr, 0.5unit","sale, olio oliva, formaggio, zucchine, uova all'aperto ogm, "
1494,Frittata con broccoletti e scamorza (circa 150g),"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Provola affumicata cubettata, Olio extra vergine di oliva, Formaggio grattugiato fresco, Rosette broccoli surgelati, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1gr, 10gr, 2ml, 5gr, 50gr, 2unit","sale, provola, olio oliva, formaggio, broccoli, uova all'aperto ogm, "
1602,Frittata con zucchine e ciliegini,"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Pomodori ciliegini, Sale marino fino iodato, Parmigiano Reggiano, Cipolla tritata, Zucchine cubettate, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","40gr, 1gr, 5gr, 2gr, 60gr, 2unit","pomodori ciliegini, sale, parmigiano reggiano, cipolla, zucchine, uova all'aperto ogm, "
1654,Frittata con zucchine e scamorza,"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Sale marino fino iodato, Parmigiano Reggiano, Cipolla tritata, Provola affumicata cubettata, Zucchine cubettate, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1gr, 5gr, 2gr, 10gr, 60gr, 2unit","sale, parmigiano reggiano, cipolla, provola, zucchine, uova all'aperto ogm, "
1505,Frittata con zucchine fresche,"['Vegetariano', 'Piatto pronto', 'Schiscetta', 'Secondo']","Zucchine cubettate, Sale marino fino iodato, Parmigiano Reggiano, Cipolla tritata, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","100gr, 1gr, 5gr, 2gr, 2unit","zucchine, sale, parmigiano reggiano, cipolla, uova all'aperto ogm, "
1288,Frittata di carote ( nido),"['Piatto da preparare', 'Vegetariano', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Formaggio grattugiato fresco, Carote julienne, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1gr, 1ml, 2.5gr, 30gr, 0.5unit","sale, olio oliva, formaggio, carote, uova all'aperto ogm, "
1391,frittata di ceci senza uovo ( nido),"['Vegetariano', 'Piatto pronto', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Formaggio grattugiato fresco, farina di ceci","1gr, 2ml, 10gr, 40gr","sale, olio oliva, formaggio, farina ceci"
1699,Frittata mediterranea,"['Vegetariano', 'Piatto pronto', 'Secondo']","Olio di semi di girasole, Sale marino fino iodato, Formaggio grattugiato fresco, Fantasia mediterranea bonduelle, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1ml, 2gr, 5gr, 80gr, 2unit","olio semi girasole, sale, formaggio, fantasia mediterranea bonduelle, uova all'aperto ogm, "
1300,Frittata semplice ( nido),"['Piatto da preparare', 'Vegetariano', 'Secondo']","Sale marino fino iodato, Olio extra vergine di oliva, Formaggio grattugiato fresco, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1gr, 1ml, 2.5gr, 1unit","sale, olio oliva, formaggio, uova all'aperto ogm, "
1579,Frittatina liscia,"['Vegetariano', 'Piatto pronto', 'Secondo']","Olio di semi di girasole, Sale marino fino iodato, Formaggio grattugiato fresco, Uova da galline allevate all'aperto senza OGM - Italia  CAT. A","1ml, 1gr, 5gr, 2unit","olio semi girasole, sale, formaggio, uova all'aperto ogm, "
1575,Fusilli alla mediterranea,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo']","Basilico Italia, Fantasia mediterranea bonduelle, Salsa di pomodoro artigianale pronta, Fusilli","0.5gr, 50gr, 90gr, 90gr","basilico, fantasia mediterranea bonduelle, salsa pomodoro pronta, fusilli"
873,Fusilli al pomodoro fatti da noi! (circa 300gr),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Primo']","Salsa di pomodoro artigianale pronta, Fusilli","120gr, 90gr","salsa pomodoro pronta, fusilli"
1696,Fusilli con crema rossa di fagiolini e olive taggiasche,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo']","Olive taggiasche, Fagiolini surgelati, Salsa di pomodoro artigianale pronta, Fusilli","8gr, 40gr, 80gr, 90gr","olive, fagiolini, salsa pomodoro pronta, fusilli"
1640,Fusilli con ragù di carote e zucchine,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo']","Sale marino fino iodato, Olio extra vergine di oliva, Cipolla tritata, Carote e zucchine cubettate, Salsa di pomodoro artigianale pronta, Fusilli","0.5gr, 2ml, 5gr, 60gr, 90gr, 90gr","sale, olio oliva, cipolla, carote zucchine, salsa pomodoro pronta, fusilli"
1591,Fusilli con salmone fresco e pomodori ciliegini,"['Pesce', 'Piatto pronto', 'Primo']","Sale marino fino iodato, Basilico Italia, Aglio a fette, Olio extra vergine di oliva, Salmone fresco cubettato, Pomodori ciliegini rondelle, Fusilli","1gr, 0.5gr, 0.5gr, 5ml, 30gr, 70gr, 90gr","sale, basilico, aglio, olio oliva, salmone, pomodori ciliegini, fusilli"
1266,fusilli integrali al pomodoro ( nido),"['Vegano', 'Vegetariano', 'Piatto pronto', 'Schiscetta', 'Primo']","Sale marino  grosso iodato, Salsa di pomodoro artigianale pronta, Fusilli integrali","4gr, 30gr, 40gr","sale, salsa pomodoro pronta, fusilli integrali"
1511,Fusilli salsiccia e funghi,"['Piatto pronto', 'Schiscetta', 'Primo']","Aglio tritato, Prezzemolo Italia, Salsa di pomodoro artigianale pronta, Fusilli, Olio extra vergine di oliva, Misto funghi con porcini congelati, Salsiccia di suino tagliata","0.5gr, 0.5gr, 90gr, 90gr, 2ml, 50gr, 30gr","aglio, prezzemolo, salsa pomodoro pronta, fusilli, olio oliva, misto funghi porcini congelati, salsiccia suino"
1524,Gateaux vegetariano,"['Vegetariano', 'Piatto pronto', 'Secondo']","Uova da galline allevate all'aperto senza OGM - Italia  CAT. A, acqua, patate in fiocchi, Latte Uht parzialmente scremato, Sale marino fino iodato, Mozzarella julienne, Piselli cotti, Formaggio grattugiato fresco","0.25unit, 0.115L, 30gr, 57ml, 1gr, 30gr, 30gr, 5gr","uova all'aperto ogm, , acqua, te fiocchi, latte, sale, mozzarella, piselli, formaggio"
1363,Gazpacho,,"Olio extra vergine di oliva, Pepe nero macinato, Sale marino fino iodato, Cipolla  rossa affettata, Aglio, Pomodoro cuore di bue a fette, Peperoni, Bocconcini di pane, Aceto di mele","12ml, 2gr, 5gr, 16gr, 5gr, 150gr, 100gr, 2unit, 27ml","olio oliva, pepe, sale, cipolla, aglio, pomodoro bue, peperoni, pane, aceto mele"
1646,Gemelli ai funghi,"['Vegetariano', 'Piatto pronto', 'Primo']","Prezzemolo Italia, Olio extra vergine di oliva, Sale marino fino iodato, Aglio tritato, Panna da cucina, Misto funghi con porcini congelati, Funghi Champignon crema affettati, Pasta corta","0.5gr, 2ml, 1gr, 0.30000000000000004gr, 50ml, 50gr, 30gr, 90gr","prezzemolo, olio oliva, sale, aglio, panna, misto funghi porcini congelati, funghi champignon crema affettati, pasta corta"
1687,Gemelli in bruschetta,"['Vegano', 'Vegetariano', 'Piatto pronto', 'Primo']","Basilico Italia, Sale marino fino iodato, Olio extra vergine di oliva, Olive verdi a rondelle, Pomodori ciliegini rondelle, Pasta corta","0.5gr, 1gr, 2ml, 10gr, 70gr, 90gr","basilico, sale, olio oliva, olive verdi, pomodori ciliegini, pasta corta"
1274,Gnocchetti all'ortolana (nido),"['Piatto da preparare', 'Vegano', 'Vegetariano', 'Primo']","Gnocchetti sardi, Formaggio Grattugiato Fresco, Basilico Italia, Cipolla tritata, Olio extra vergine di oliva, Sale marino fino iodato, Sale marino  grosso iodato, Verdure cubettate per ortolana, Passata di pomodoro","40gr, 2gr, 1gr, 1gr, 2ml, 2gr, 4gr, 30gr, 20gr","gnocchetti sardi, formaggio, basilico, cipolla, olio oliva, sale, sale, verdure ortolana, pomodoro"
1634,Gnocchetti sardi abruzzese,"['Piatto pronto', 'Primo']","Salsa di pomodoro artigianale pronta, Salsiccia di suino tagliata, Gnocchetti sardi","100gr, 30gr, 90gr","salsa pomodoro pronta, salsiccia suino, gnocchetti sardi"
